"Antibody","Virus","Study","IC50 (ug/mL)"
"PGDM1400/PRO-140","X1254_C3","Khan2018_dataset1","0.2752"
"PGT151/10-1074-IgG3C","X1254_C3","Bournazos2016_dataset1","0.04"
"PGT151/35O22","X1254_C3","Bournazos2016_dataset1","1.977"
"PRO-140/PGDM1400/PGT121","X1254_C3","Khan2018_dataset1","0.026"
"RoAb13/PGDM1400/PGT121","X1254_C3","Khan2018_dataset1","0.153"
"VRC01/PGDM1400-10E8v4","X1254_C3","Xu2017","0.021"
"10E8/N6","X1632_S2_B10","Khan2018_dataset1","0.2655"
"10E8/PGDM1400/PRO-140","X1632_S2_B10","Khan2018_dataset1","0.015"
"10E8/PGT121/PGDM1400.V8","X1632_S2_B10","Khan2018_dataset1","0.1889"
"10E8V1.1/P140","X1632_S2_B10","Huang2016","0.001"
"10E8V2.0/iMab","X1632_S2_B10","Huang2016","<0.0001"
"3BNC117/10-1074","X1632_S2_B10","Bournazos2016_dataset1",">20"
"3BNC117/10-1074-IgG3C","X1632_S2_B10","Bournazos2016_dataset1","2.206"
"3BNC117/PGT135-IgG3C","X1632_S2_B10","Bournazos2016_dataset1","0.02"
"8ANC195/PGT128-IgG3C","X1632_S2_B10","Bournazos2016_dataset1","0.28"
"M36/PRO-140","X1632_S2_B10","Khan2018_dataset1","0.6941"
"N6/10E8v4-PGDM1400","X1632_S2_B10","Xu2017","0.042"
"N6/PGDM1400-10E8v4","X1632_S2_B10","Xu2017","0.013"
"PG16/PGT121","X1632_S2_B10","Bournazos2016_dataset1","0.063"
"PG16/PGT128","X1632_S2_B10","Bournazos2016_dataset1","0.074"
"PGDM1400/PRO-140","X1632_S2_B10","Khan2018_dataset1","0.105"
"PGT151/10-1074-IgG3C","X1632_S2_B10","Bournazos2016_dataset1","0.113"
"PGT151/35O22","X1632_S2_B10","Bournazos2016_dataset1","0.714"
"PRO-140/PGDM1400/PGT121","X1632_S2_B10","Khan2018_dataset1","0.39"
"RoAb13/PGDM1400/PGT121","X1632_S2_B10","Khan2018_dataset1","4.472"
"VRC01/PGDM1400-10E8v4","X1632_S2_B10","Xu2017","0.001"
"10E8/N6","X2088_C9","Khan2018_dataset1","6.027"
"10E8/PGDM1400/PRO-140","X2088_C9","Khan2018_dataset1",">40"
"10E8/PGT121/PGDM1400.V1","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V2","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V3","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V4","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V5","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V6","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V7","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V8","X2088_C9","Khan2018_dataset1","0.404"
"10E8/PGT121/PGDM1400.V8","X2088_C9","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V8","X2088_C9","Khan2018_dataset3",">1"
"10E8/PGT121/PGDM1400.V8Fc","X2088_C9","Khan2018_dataset3",">1"
"10E8/PGT121/PGDM1400.V8LL","X2088_C9","Khan2018_dataset3",">1"
"10E8V1.1/P140","X2088_C9","Huang2016",">10"
"10E8V2.0/iMab","X2088_C9","Huang2016","1.217"
"3BNC117/10-1074","X2088_C9","Bournazos2016_dataset1","0.126"
"3BNC117/10-1074-IgG3C","X2088_C9","Bournazos2016_dataset1","0.02"
"3BNC117/PGT135-IgG3C","X2088_C9","Bournazos2016_dataset1","0.431"
"8ANC195/PGT128-IgG3C","X2088_C9","Bournazos2016_dataset1","5.092"
"M36/PRO-140","X2088_C9","Khan2018_dataset1","0.0695"
"N6/10E8v4-PGDM1400","X2088_C9","Xu2017","0.987"
"N6/PGDM1400-10E8v4","X2088_C9","Xu2017","0.297"
"PG16/PGT121","X2088_C9","Bournazos2016_dataset1","7.752"
"PGDM1400/PRO-140","X2088_C9","Khan2018_dataset1",">40"
"PGT151/10-1074-IgG3C","X2088_C9","Bournazos2016_dataset1","0.031"
"PGT151/35O22","X2088_C9","Bournazos2016_dataset1",">50"
"PRO-140/PGDM1400/PGT121","X2088_C9","Khan2018_dataset1","0.287"
"RoAb13/PGDM1400/PGT121","X2088_C9","Khan2018_dataset1","0.3201"
"VRC01/PGDM1400-10E8v4","X2088_C9","Xu2017",">50"
"10E8/N6","X2131_C1_B5","Khan2018_dataset1","6.027"
"10E8/PGDM1400/PRO-140","X2131_C1_B5","Khan2018_dataset1",">40"
"10E8/PGT121/PGDM1400.V1","X2131_C1_B5","Khan2018_dataset2","0.04"
"10E8/PGT121/PGDM1400.V2","X2131_C1_B5","Khan2018_dataset2","0.046"
"10E8/PGT121/PGDM1400.V3","X2131_C1_B5","Khan2018_dataset2","0.016"
"10E8/PGT121/PGDM1400.V4","X2131_C1_B5","Khan2018_dataset2","0.06"
"10E8/PGT121/PGDM1400.V5","X2131_C1_B5","Khan2018_dataset2","0.02"
"10E8/PGT121/PGDM1400.V6","X2131_C1_B5","Khan2018_dataset2","0.042"
"10E8/PGT121/PGDM1400.V7","X2131_C1_B5","Khan2018_dataset2","0.032"
"10E8/PGT121/PGDM1400.V8","X2131_C1_B5","Khan2018_dataset3","0.0196"
"10E8/PGT121/PGDM1400.V8","X2131_C1_B5","Khan2018_dataset2","0.031"
"10E8/PGT121/PGDM1400.V8","X2131_C1_B5","Khan2018_dataset1","0.404"
"10E8/PGT121/PGDM1400.V8Fc","X2131_C1_B5","Khan2018_dataset3","0.0138"
"10E8/PGT121/PGDM1400.V8LL","X2131_C1_B5","Khan2018_dataset3","0.0037"
"10E8V1.1/P140","X2131_C1_B5","Huang2016","<0.0001"
"10E8V2.0/iMab","X2131_C1_B5","Huang2016","<0.0001"
"3BNC117/10-1074","X2131_C1_B5","Bournazos2016_dataset1","0.171"
"3BNC117/10-1074-IgG3C","X2131_C1_B5","Bournazos2016_dataset1","0.055"
"3BNC117/PGT135-IgG3C","X2131_C1_B5","Bournazos2016_dataset1","0.025"
"8ANC195/PGT128-IgG3C","X2131_C1_B5","Bournazos2016_dataset1","0.022"
"M36/PRO-140","X2131_C1_B5","Khan2018_dataset1","0.0695"
"N6/10E8v4-PGDM1400","X2131_C1_B5","Xu2017","0.136"
"N6/PGDM1400-10E8v4","X2131_C1_B5","Xu2017","0.071"
"PG16/10-1074","X2131_C1_B5","Bournazos2016_dataset1","0.012"
"PG16/PGT121","X2131_C1_B5","Bournazos2016_dataset1","0.042"
"PG16/PGT128","X2131_C1_B5","Bournazos2016_dataset1","0.039"
"PGDM1400/PRO-140","X2131_C1_B5","Khan2018_dataset1",">40"
"PGT151/10-1074-IgG3C","X2131_C1_B5","Bournazos2016_dataset1","0.01"
"PGT151/35O22","X2131_C1_B5","Bournazos2016_dataset1","0.076"
"PRO-140/PGDM1400/PGT121","X2131_C1_B5","Khan2018_dataset1","0.287"
"RoAb13/PGDM1400/PGT121","X2131_C1_B5","Khan2018_dataset1","0.3201"
"VRC01/PGDM1400-10E8v4","X2131_C1_B5","Xu2017","0.088"
"10E8/PGT121/PGDM1400.V8","X2278_C2_B6","Khan2018_dataset3","0.0221"
"10E8/PGT121/PGDM1400.V8.4DS","X2278_C2_B6","Khan2018_dataset3","0.0045"
"N6/10E8v4-PGDM1400","X2278_C2_B6","Xu2017","0.092"
"N6/PGDM1400-10E8v4","X2278_C2_B6","Xu2017","0.038"
"VRC01/PGDM1400-10E8v4","X2278_C2_B6","Xu2017","0.032"
"10E8-0fH/0fL","YU2","Georgiev2014","10.4"
"10E8-0fH/4fL","YU2","Georgiev2014","4.62"
"10E8-10fH/10fL","YU2","Georgiev2014","4.6"
"10E8-10fH/16fL","YU2","Georgiev2014","4.01"
"10E8-10fH/4fL","YU2","Georgiev2014","11.3"
"10E8-19fH/10fL","YU2","Georgiev2014","1.4"
"10E8-19fH/16fL","YU2","Georgiev2014","2.09"
"10E8-2fH/0fL","YU2","Georgiev2014","14.5"
"10E8-2fH/10fL","YU2","Georgiev2014","4.55"
"10E8-2fH/4fL","YU2","Georgiev2014","16.5"
"3BNC117/10-1074","YU2","Bournazos2016_dataset1","0.037"
"3BNC117/10-1074-IgG3C","YU2","Bournazos2016_dataset1","0.024"
"3BNC117/PGT135-IgG3C","YU2","Bournazos2016_dataset1","0.014"
"N6/10E8v4-PGDM1400","YU2","Xu2017","0.096"
"N6/PGDM1400-10E8v4","YU2","Xu2017","0.045"
"PG16/10-1074","YU2","Bournazos2016_dataset1","0.113"
"PG16/PGT121","YU2","Bournazos2016_dataset1","0.414"
"PG16/PGT128","YU2","Bournazos2016_dataset1","0.35"
"PGT151/10-1074-IgG3C","YU2","Bournazos2016_dataset1","0.1"
"PGT151/35O22","YU2","Bournazos2016_dataset1","41.362"
"VRC01-0fH/0fL","YU2","Georgiev2014",">50"
"VRC01-30fH/10fL","YU2","Georgiev2014","0.061"
"VRC01-30fH/19fL","YU2","Georgiev2014","0.1"
"VRC01-5fH/0fL","YU2","Georgiev2014","6.47"
"VRC01-5fH/10fL","YU2","Georgiev2014","0.097"
"VRC01-5fH/6fL","YU2","Georgiev2014","0.061"
"VRC01-8fH/10fL","YU2","Georgiev2014","0.082"
"VRC01-8fH/19fL","YU2","Georgiev2014","0.158"
"VRC01-8fH/6fL","YU2","Georgiev2014","0.155"
"VRC01/PGDM1400-10E8v4","YU2","Xu2017","0.214"
"10E8-0fH/0fL","ZA012_29","Georgiev2014","4.94"
"10E8-0fH/4fL","ZA012_29","Georgiev2014","1.83"
"10E8-10fH/10fL","ZA012_29","Georgiev2014","1.29"
"10E8-10fH/16fL","ZA012_29","Georgiev2014","0.422"
"10E8-10fH/4fL","ZA012_29","Georgiev2014","3.87"
"10E8-19fH/10fL","ZA012_29","Georgiev2014","1.16"
"10E8-19fH/16fL","ZA012_29","Georgiev2014","0.524"
"10E8-2fH/0fL","ZA012_29","Georgiev2014","5.52"
"10E8-2fH/10fL","ZA012_29","Georgiev2014","0.821"
"10E8-2fH/4fL","ZA012_29","Georgiev2014","6.06"
"N6/10E8v4-PGDM1400","ZA012_29","Xu2017","0.062"
"N6/PGDM1400-10E8v4","ZA012_29","Xu2017","0.03"
"VRC01-0fH/0fL","ZA012_29","Georgiev2014",">50"
"VRC01-30fH/10fL","ZA012_29","Georgiev2014","0.105"
"VRC01-30fH/19fL","ZA012_29","Georgiev2014","0.255"
"VRC01-5fH/0fL","ZA012_29","Georgiev2014",">50"
"VRC01-5fH/10fL","ZA012_29","Georgiev2014","0.556"
"VRC01-5fH/6fL","ZA012_29","Georgiev2014","0.264"
"VRC01-8fH/10fL","ZA012_29","Georgiev2014","0.392"
"VRC01-8fH/19fL","ZA012_29","Georgiev2014","0.739"
"VRC01-8fH/6fL","ZA012_29","Georgiev2014","0.762"
"VRC01/PGDM1400-10E8v4","ZA012_29","Xu2017","0.031"
"10E8-0fH/0fL","ZM106_9","Georgiev2014",">50"
"10E8-0fH/4fL","ZM106_9","Georgiev2014",">50"
"10E8-10fH/10fL","ZM106_9","Georgiev2014","26"
"10E8-10fH/16fL","ZM106_9","Georgiev2014",">50"
"10E8-10fH/4fL","ZM106_9","Georgiev2014",">50"
"10E8-19fH/10fL","ZM106_9","Georgiev2014",">50"
"10E8-19fH/16fL","ZM106_9","Georgiev2014",">50"
"10E8-2fH/0fL","ZM106_9","Georgiev2014",">50"
"10E8-2fH/10fL","ZM106_9","Georgiev2014",">50"
"10E8-2fH/4fL","ZM106_9","Georgiev2014",">50"
"N6/10E8v4-PGDM1400","ZM106_9","Xu2017","0.03"
"N6/PGDM1400-10E8v4","ZM106_9","Xu2017","0.022"
"VRC01-0fH/0fL","ZM106_9","Georgiev2014",">50"
"VRC01-30fH/10fL","ZM106_9","Georgiev2014","0.15"
"VRC01-30fH/19fL","ZM106_9","Georgiev2014","0.29"
"VRC01-5fH/0fL","ZM106_9","Georgiev2014",">50"
"VRC01-5fH/10fL","ZM106_9","Georgiev2014","0.565"
"VRC01-5fH/6fL","ZM106_9","Georgiev2014","0.506"
"VRC01-8fH/10fL","ZM106_9","Georgiev2014","0.629"
"VRC01-8fH/19fL","ZM106_9","Georgiev2014","0.891"
"VRC01-8fH/6fL","ZM106_9","Georgiev2014","1.39"
"VRC01/PGDM1400-10E8v4","ZM106_9","Xu2017","0.016"
"10E8/N6","ZM109_4","Khan2018_dataset1","0.0107"
"10E8/PGDM1400/PRO-140","ZM109_4","Khan2018_dataset1","0.026"
"10E8/PGT121/PGDM1400.V1","ZM109_4","Khan2018_dataset2","0.816"
"10E8/PGT121/PGDM1400.V2","ZM109_4","Khan2018_dataset2","0.553"
"10E8/PGT121/PGDM1400.V3","ZM109_4","Khan2018_dataset2","0.263"
"10E8/PGT121/PGDM1400.V4","ZM109_4","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V5","ZM109_4","Khan2018_dataset2","0.252"
"10E8/PGT121/PGDM1400.V6","ZM109_4","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V7","ZM109_4","Khan2018_dataset2","0.437"
"10E8/PGT121/PGDM1400.V8","ZM109_4","Khan2018_dataset1","0.0111"
"10E8/PGT121/PGDM1400.V8","ZM109_4","Khan2018_dataset3","0.0786"
"10E8/PGT121/PGDM1400.V8","ZM109_4","Khan2018_dataset2","0.235"
"10E8/PGT121/PGDM1400.V8Fc","ZM109_4","Khan2018_dataset3","0.0605"
"10E8V1.1/P140","ZM109_4","Huang2016","0.005"
"10E8V2.0/iMab","ZM109_4","Huang2016","0.003"
"3BNC117/10-1074","ZM109_4","Bournazos2016_dataset2","0.569"
"3BNC117/10-1074","ZM109_4","Bournazos2016_dataset1","2.252"
"3BNC117/10-1074-IgG3C","ZM109_4","Bournazos2016_dataset1","0.569"
"3BNC117/PGT135-IgG3C","ZM109_4","Bournazos2016_dataset1","0.031"
"8ANC195/PGT128-IgG3C","ZM109_4","Bournazos2016_dataset1",">30"
"M36/PRO-140","ZM109_4","Khan2018_dataset1","0.0377"
"N6/10E8v4-PGDM1400","ZM109_4","Xu2017","0.068"
"N6/PGDM1400-10E8v4","ZM109_4","Xu2017","0.03"
"PG16/10-1074","ZM109_4","Bournazos2016_dataset2","1.119"
"PG16/10-1074","ZM109_4","Bournazos2016_dataset1",">40"
"PG16/PGT121","ZM109_4","Bournazos2016_dataset2","0.14"
"PG16/PGT121","ZM109_4","Bournazos2016_dataset1",">40"
"PG16/PGT128","ZM109_4","Bournazos2016_dataset2","2.475"
"PG16/PGT128","ZM109_4","Bournazos2016_dataset1",">40"
"PGDM1400/PRO-140","ZM109_4","Khan2018_dataset1","0.028"
"PGT151/10-1074-IgG3C","ZM109_4","Bournazos2016_dataset1","0.358"
"PGT151/35O22","ZM109_4","Bournazos2016_dataset1","2.487"
"PRO-140/PGDM1400/PGT121","ZM109_4","Khan2018_dataset1","0.116"
"RoAb13/PGDM1400/PGT121","ZM109_4","Khan2018_dataset1","0.1888"
"VRC01/PGDM1400-10E8v4","ZM109_4","Xu2017","0.021"
"10E8/N6","ZM135_10A","Khan2018_dataset1","0.0034"
"10E8/PGDM1400/PRO-140","ZM135_10A","Khan2018_dataset1","0.005"
"10E8/PGT121/PGDM1400.V8","ZM135_10A","Khan2018_dataset1","0.0215"
"10E8V1.1/P140","ZM135_10A","Huang2016","0.0004"
"10E8V2.0/iMab","ZM135_10A","Huang2016","0.0002"
"3BNC117/10-1074","ZM135_10A","Bournazos2016_dataset1","0.183"
"3BNC117/10-1074-IgG3C","ZM135_10A","Bournazos2016_dataset1","0.092"
"3BNC117/PGT135-IgG3C","ZM135_10A","Bournazos2016_dataset1","0.021"
"8ANC195/PGT128-IgG3C","ZM135_10A","Bournazos2016_dataset1","0.134"
"M36/PRO-140","ZM135_10A","Khan2018_dataset1","0.0036"
"N6/10E8v4-PGDM1400","ZM135_10A","Xu2017","0.054"
"N6/PGDM1400-10E8v4","ZM135_10A","Xu2017","0.021"
"PG16/10-1074","ZM135_10A","Bournazos2016_dataset1","0.428"
"PG16/PGT121","ZM135_10A","Bournazos2016_dataset1","17.298"
"PG16/PGT128","ZM135_10A","Bournazos2016_dataset1",">50"
"PGDM1400/PRO-140","ZM135_10A","Khan2018_dataset1","0.1237"
"PGT151/10-1074-IgG3C","ZM135_10A","Bournazos2016_dataset1","0.024"
"PGT151/35O22","ZM135_10A","Bournazos2016_dataset1",">50"
"PRO-140/PGDM1400/PGT121","ZM135_10A","Khan2018_dataset1","8.662"
"RoAb13/PGDM1400/PGT121","ZM135_10A","Khan2018_dataset1","2.643"
"VRC01/PGDM1400-10E8v4","ZM135_10A","Xu2017","0.036"
"N6/10E8v4-PGDM1400","ZM176_66","Xu2017","0.003"
"N6/PGDM1400-10E8v4","ZM176_66","Xu2017","0.004"
"VRC01/PGDM1400-10E8v4","ZM176_66","Xu2017","0.005"
"10E8/N6","ZM197_7","Khan2018_dataset1","0.0506"
"10E8/PGDM1400/PRO-140","ZM197_7","Khan2018_dataset1","0.007"
"10E8/PGT121/PGDM1400.V1","ZM197_7","Khan2018_dataset2","0.493"
"10E8/PGT121/PGDM1400.V2","ZM197_7","Khan2018_dataset2","0.961"
"10E8/PGT121/PGDM1400.V3","ZM197_7","Khan2018_dataset2","0.144"
"10E8/PGT121/PGDM1400.V4","ZM197_7","Khan2018_dataset2","0.56"
"10E8/PGT121/PGDM1400.V5","ZM197_7","Khan2018_dataset2","0.283"
"10E8/PGT121/PGDM1400.V6","ZM197_7","Khan2018_dataset2","0.398"
"10E8/PGT121/PGDM1400.V7","ZM197_7","Khan2018_dataset2","0.314"
"10E8/PGT121/PGDM1400.V8","ZM197_7","Khan2018_dataset3","0.0646"
"10E8/PGT121/PGDM1400.V8","ZM197_7","Khan2018_dataset2","0.123"
"10E8/PGT121/PGDM1400.V8","ZM197_7","Khan2018_dataset1","0.2724"
"10E8/PGT121/PGDM1400.V8Fc","ZM197_7","Khan2018_dataset3","0.0246"
"10E8/PGT121/PGDM1400.V8LL","ZM197_7","Khan2018_dataset3","0.0176"
"10E8V1.1/P140","ZM197_7","Huang2016","0.001"
"10E8V2.0/iMab","ZM197_7","Huang2016","0.001"
"3BNC117/10-1074","ZM197_7","Bournazos2016_dataset1","1.185"
"3BNC117/10-1074-IgG3C","ZM197_7","Bournazos2016_dataset1","0.741"
"3BNC117/PGT135-IgG3C","ZM197_7","Bournazos2016_dataset1","0.039"
"8ANC195/PGT128-IgG3C","ZM197_7","Bournazos2016_dataset1","6.715"
"M36/PRO-140","ZM197_7","Khan2018_dataset1","0.0159"
"N6/10E8v4-PGDM1400","ZM197_7","Xu2017","0.076"
"N6/PGDM1400-10E8v4","ZM197_7","Xu2017","0.055"
"PG16/PGT121","ZM197_7","Bournazos2016_dataset1","0.592"
"PG16/PGT128","ZM197_7","Bournazos2016_dataset1","0.574"
"PGDM1400/PRO-140","ZM197_7","Khan2018_dataset1","0.0206"
"PGT151/10-1074-IgG3C","ZM197_7","Bournazos2016_dataset1","0.026"
"PGT151/35O22","ZM197_7","Bournazos2016_dataset1","0.095"
"PRO-140/PGDM1400/PGT121","ZM197_7","Khan2018_dataset1","0.062"
"RoAb13/PGDM1400/PGT121","ZM197_7","Khan2018_dataset1","0.2189"
"VRC01/PGDM1400-10E8v4","ZM197_7","Xu2017","0.049"
"10E8/N6","ZM214_15","Khan2018_dataset1","0.068"
"10E8/PGDM1400/PRO-140","ZM214_15","Khan2018_dataset1","0.022"
"10E8/PGT121/PGDM1400.V1","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V2","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V3","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V4","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V5","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V6","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V7","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V8","ZM214_15","Khan2018_dataset1","0.0179"
"10E8/PGT121/PGDM1400.V8","ZM214_15","Khan2018_dataset3","0.2145"
"10E8/PGT121/PGDM1400.V8","ZM214_15","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V8Fc","ZM214_15","Khan2018_dataset3","0.0092"
"10E8/PGT121/PGDM1400.V8LL","ZM214_15","Khan2018_dataset3",">1"
"10E8V1.1/P140","ZM214_15","Huang2016","0.003"
"10E8V2.0/iMab","ZM214_15","Huang2016","0.008"
"3BNC117/10-1074","ZM214_15","Bournazos2016_dataset1","0.299"
"3BNC117/10-1074-IgG3C","ZM214_15","Bournazos2016_dataset1","0.045"
"3BNC117/PGT135-IgG3C","ZM214_15","Bournazos2016_dataset1","0.024"
"8ANC195/PGT128-IgG3C","ZM214_15","Bournazos2016_dataset1","0.04"
"M36/PRO-140","ZM214_15","Khan2018_dataset1","0.0004"
"N6/10E8v4-PGDM1400","ZM214_15","Xu2017","0.823"
"N6/PGDM1400-10E8v4","ZM214_15","Xu2017","0.591"
"PG16/PGT121","ZM214_15","Bournazos2016_dataset1",">40"
"PG16/PGT128","ZM214_15","Bournazos2016_dataset1",">40"
"PGDM1400/PRO-140","ZM214_15","Khan2018_dataset1","1.517"
"PGT151/10-1074-IgG3C","ZM214_15","Bournazos2016_dataset1","0.011"
"PGT151/35O22","ZM214_15","Bournazos2016_dataset1","0.038"
"PRO-140/PGDM1400/PGT121","ZM214_15","Khan2018_dataset1","4.481"
"RoAb13/PGDM1400/PGT121","ZM214_15","Khan2018_dataset1",">40"
"VRC01/PGDM1400-10E8v4","ZM214_15","Xu2017","1.87"
"N6/10E8v4-PGDM1400","ZM215_8","Xu2017","0.003"
"N6/PGDM1400-10E8v4","ZM215_8","Xu2017","0.002"
"VRC01/PGDM1400-10E8v4","ZM215_8","Xu2017","0.004"
"10E8/N6","ZM233_6","Khan2018_dataset1","0.0492"
"10E8/PGDM1400/PRO-140","ZM233_6","Khan2018_dataset1","0.001"
"10E8/PGT121/PGDM1400.V1","ZM233_6","Khan2018_dataset2","0.015"
"10E8/PGT121/PGDM1400.V2","ZM233_6","Khan2018_dataset2","0.015"
"10E8/PGT121/PGDM1400.V3","ZM233_6","Khan2018_dataset2","0.004"
"10E8/PGT121/PGDM1400.V4","ZM233_6","Khan2018_dataset2","0.011"
"10E8/PGT121/PGDM1400.V5","ZM233_6","Khan2018_dataset2","0.006"
"10E8/PGT121/PGDM1400.V6","ZM233_6","Khan2018_dataset2","0.012"
"10E8/PGT121/PGDM1400.V7","ZM233_6","Khan2018_dataset2","0.009"
"10E8/PGT121/PGDM1400.V8","ZM233_6","Khan2018_dataset1","0.0014"
"10E8/PGT121/PGDM1400.V8","ZM233_6","Khan2018_dataset2","0.003"
"10E8/PGT121/PGDM1400.V8","ZM233_6","Khan2018_dataset3","0.0033"
"10E8/PGT121/PGDM1400.V8Fc","ZM233_6","Khan2018_dataset3","0.0068"
"10E8V1.1/P140","ZM233_6","Huang2016","0.001"
"10E8V2.0/iMab","ZM233_6","Huang2016","0.001"
"3BNC117/10-1074","ZM233_6","Bournazos2016_dataset1","0.314"
"3BNC117/10-1074-IgG3C","ZM233_6","Bournazos2016_dataset1","0.047"
"3BNC117/PGT135-IgG3C","ZM233_6","Bournazos2016_dataset1","0.033"
"8ANC195/PGT128-IgG3C","ZM233_6","Bournazos2016_dataset1","2.403"
"M36/PRO-140","ZM233_6","Khan2018_dataset1","0.0003"
"N6/10E8v4-PGDM1400","ZM233_6","Xu2017","0.004"
"N6/PGDM1400-10E8v4","ZM233_6","Xu2017","0.006"
"PG16/PGT121","ZM233_6","Bournazos2016_dataset1","0.002"
"PG16/PGT128","ZM233_6","Bournazos2016_dataset1","0.006"
"PGDM1400/PRO-140","ZM233_6","Khan2018_dataset1","0.0001"
"PGT151/10-1074-IgG3C","ZM233_6","Bournazos2016_dataset1","0.012"
"PGT151/35O22","ZM233_6","Bournazos2016_dataset1","0.06"
"PRO-140/PGDM1400/PGT121","ZM233_6","Khan2018_dataset1","0.003"
"RoAb13/PGDM1400/PGT121","ZM233_6","Khan2018_dataset1","0.0016"
"VRC01/PGDM1400-10E8v4","ZM233_6","Xu2017","0.005"
"10E8/N6","ZM246F","Khan2018_dataset1","0.4184"
"10E8/PGDM1400/PRO-140","ZM246F","Khan2018_dataset1","0.013"
"10E8/PGT121/PGDM1400.V8","ZM246F","Khan2018_dataset1","0.0704"
"10E8V1.1/P140","ZM246F","Huang2016","0.005"
"10E8V2.0/iMab","ZM246F","Huang2016","0.001"
"3BNC117/10-1074","ZM246F","Bournazos2016_dataset1","0.64"
"3BNC117/10-1074-IgG3C","ZM246F","Bournazos2016_dataset1","0.14"
"3BNC117/PGT135-IgG3C","ZM246F","Bournazos2016_dataset1","0.108"
"8ANC195/PGT128-IgG3C","ZM246F","Bournazos2016_dataset1","0.011"
"M36/PRO-140","ZM246F","Khan2018_dataset1","0.0016"
"PG16/PGT121","ZM246F","Bournazos2016_dataset1","37.288"
"PG16/PGT128","ZM246F","Bournazos2016_dataset1",">40"
"PGDM1400/PRO-140","ZM246F","Khan2018_dataset1","0.9823"
"PGT151/10-1074-IgG3C","ZM246F","Bournazos2016_dataset1","0.056"
"PGT151/35O22","ZM246F","Bournazos2016_dataset1","2.924"
"PRO-140/PGDM1400/PGT121","ZM246F","Khan2018_dataset1","0.132"
"RoAb13/PGDM1400/PGT121","ZM246F","Khan2018_dataset1","1.209"
"10E8/N6","ZM247_V1","Khan2018_dataset1","0.1537"
"10E8/PGDM1400/PRO-140","ZM247_V1","Khan2018_dataset1","0.009"
"10E8/PGT121/PGDM1400.V8","ZM247_V1","Khan2018_dataset1","0.0049"
"10E8V1.1/P140","ZM247_V1","Huang2016","0.001"
"10E8V2.0/iMab","ZM247_V1","Huang2016","0.001"
"3BNC117/10-1074","ZM247_V1","Bournazos2016_dataset1","1.538"
"3BNC117/10-1074-IgG3C","ZM247_V1","Bournazos2016_dataset1","0.236"
"3BNC117/PGT135-IgG3C","ZM247_V1","Bournazos2016_dataset1",">30"
"8ANC195/PGT128-IgG3C","ZM247_V1","Bournazos2016_dataset1","0.02"
"M36/PRO-140","ZM247_V1","Khan2018_dataset1","0.0052"
"PG16/PGT121","ZM247_V1","Bournazos2016_dataset1","0.038"
"PG16/PGT128","ZM247_V1","Bournazos2016_dataset1","0.035"
"PGDM1400/PRO-140","ZM247_V1","Khan2018_dataset1","0.0048"
"PGT151/10-1074-IgG3C","ZM247_V1","Bournazos2016_dataset1","0.01"
"PGT151/35O22","ZM247_V1","Bournazos2016_dataset1","0.248"
"PRO-140/PGDM1400/PGT121","ZM247_V1","Khan2018_dataset1","0.011"
"RoAb13/PGDM1400/PGT121","ZM247_V1","Khan2018_dataset1","0.0101"
"10E8/N6","ZM249_1","Khan2018_dataset1","0.1897"
"10E8/PGDM1400/PRO-140","ZM249_1","Khan2018_dataset1","0.009"
"10E8/PGT121/PGDM1400.V1","ZM249_1","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V2","ZM249_1","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V3","ZM249_1","Khan2018_dataset2","0.734"
"10E8/PGT121/PGDM1400.V4","ZM249_1","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V5","ZM249_1","Khan2018_dataset2","0.146"
"10E8/PGT121/PGDM1400.V6","ZM249_1","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V7","ZM249_1","Khan2018_dataset2",">1"
"10E8/PGT121/PGDM1400.V8","ZM249_1","Khan2018_dataset1","0.0243"
